pid,Original_ID,SampleID,Sampling_Week,Coll2014,Freschi2020,Lipworth2019,Shitikov2017,Stucki2016,F2,Lineage,Paired_Sample_Num,total_samples
T0151,S0151-01,MFS-606,1,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.006561520328562,2,1,2
T0151,S0151-07,MFS-607,7,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0064912403154882,2,2,2
T0152,S0152-01,MFS-608,1,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.1567646761644943,4,1,2
T0152,S0152-04,MFS-609,4,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.003265101092553,4,2,2
T0155,155-01,MFS-76,1,2.2.1,2.2.1.1.1.i2,"beijing,canetti,mungi",lin2.2.1,,0.0073000733675715,2,1,2
T0155,155-04,MFS-77,4,2.2.1,2.2.1.1.1.i2,"beijing,mungi",lin2.2.1,,0.008213473917445,2,2,2
T0157,S0157-01,MFS-876,1,4.4.1.1,4.2.1.2.2.1.1,stype,,4,0.0059292074998881,4,1,2
T0157,157-06,MFS-79,6,4.4.1.1,4.2.1.2.2.1.1,stype,,4,0.00740547417871,4,2,2
T0158,S0158-01,MFS-372,1,4.4.1.1,4.2.1.2.2.1.1,stype,,4,0.0072625157354507,4,1,2
T0158,S0158-05,MFS-373,5,4.4.1.1,4.2.1.2.2.1.1,stype,,4,0.0077222953343431,4,2,2
T0159,S0159-01,MFS-374,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0079459411868286,2,1,2
T0159,S0159-08,MFS-375,8,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0077136938508504,2,2,2
T0160,S0160-01,MFS-612,1,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.009532767298795,2,1,2
T0160,S0160-05,MFS-613,5,2.2.1,2.2.1.1.1,"beijing,canetti,mungi",lin2.2.1,,0.0065298080007331,2,2,2
T0162,162-01,MFS-81,1,4.3.2.1,4.2.1.2.1.1.i1,lam,,4.3/LAM,0.0099262827530837,4,1,2
T0162,162-05,MFS-82,5,4.3.2.1,4.2.1.2.1.1.i1,lam,,4.3/LAM,0.0106416439505137,4,2,2
T0163,S0163-01,MFS-614,1,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0048870736900897,4,1,2
T0163,S0163-09,MFS-615,9,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0060042382858488,4,2,2
T0166,S0166-01,MFS-616,1,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_2",,0.0073970411835265,2,1,2
T0166,S0166-07,MFS-199,7,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_2",,0.0098974427874065,2,2,2
T0167,167-01,MFS-84,1,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_2",,0.1784200711985082,2,1,2
T0167,167-04,MFS-85,4,"2.2.1,4.1.1.3","4.1,2.2.1.1.1","beijing,xtype,mungi","lin2.2.1,asian_african_2",,0.2595528754228563,"2,4",2,2
T0168,168-01,MFS-86,1,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0073056079523339,2,1,2
T0168,168-07,MFS-87,7,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.008423057203545,2,2,2
T0169,S0169-01,MFS-617,1,4.1.1.1,4.1.i1.2.1,"xtype,westafrican1",,4,0.0063460124598537,4,1,2
T0169,S0169-06,MFS-618,6,4.1.1.1,4.1.i1.2.1,"xtype,westafrican1",,4,0.0054373337505867,4,2,2
T0170,170-01,MFS-88,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0092451488367367,2,1,3
T0170,170-08,MFS-89,8,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0079530957357292,2,2,3
T0172,S0172-01,MFS-619,1,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0053599265412458,4,1,2
T0172,S0172-08,MFS-620,8,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0078970289364173,4,2,2
T0173,173-01,MFS-91,1,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0076378801368258,4,1,2
T0173,173-08,MFS-92,8,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0056402092335683,4,2,2
T0174,S0174-01,MFS-621,1,4.4.1.1,4.2.1.2.2.1.1,stype,,4,0.0071859572133845,4,1,2
T0174,S0174-04,MFS-750,4,4.4.1.1,4.2.1.2.2.1.1,stype,,4,0.0086759887396741,4,2,2
T0175,S0175-01,MFS-751,1,4.3.2.1,4.2.1.2.1.1.i1,lam,,4.3/LAM,0.0111673749886969,4,1,2
T0175,S0175-04,MFS-752,4,4.3.2.1,4.2.1.2.1.1.i1,lam,,4.3/LAM,0.0129623936878778,4,2,2
T0176,176-01,MFS-93,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0082980303096475,2,1,2
T0176,176-06,MFS-94,6,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.008016911295469,2,2,2
T0178,S0178-01,MFS-269,1,3.1.1,3.1.1.i1,"east_african_indian,ghana,mungi",,,0.0116109370305189,3,1,2
T0178,S0178-05,MFS-622,5,3.1.1,3.1.1.i1,"east_african_indian,ghana,mungi",,,0.008873811714198,3,2,2
T0179,179-01,MFS-95,1,4.1.1.3,4.1.i1.2.1,xtype,,4,0.0096819813612793,4,1,2
T0179,179-06,MFS-96,6,4.1.1.3,4.1.i1.2.1,xtype,,4,0.0091801735153675,4,2,2
T0181,181-01,MFS-98,1,4.1.1.3,4.1.i1.2.1,xtype,,4,0.0090718771807397,4,1,2
T0181,181-07,MFS-99,7,4.1.1.3,4.1.i1.2.1,xtype,,4,0.009649006329394,4,2,2
T0182,S0182-01,MFS-623,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0068341096069298,2,1,2
T0182,S0182-05,MFS-624,5,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0077513503269212,2,2,2
T0183,183-01,MFS-100,1,4.4.1.1,4.2.1.2.2.1.1,"stype,indo_oceanic",,4,0.0089513427014052,4,1,2
T0183,183-06,MFS-101,6,4.4.1.1,4.2.1.2.2.1.1,"stype,indo_oceanic",,4,0.0082489345126254,4,2,2
T0186,186-01,MFS-104,1,4.8,4.2.1.1.1.1.1.1.i1,canetti,,4.10/PGG3,0.0099713324192945,4,1,2
T0186,186-06,MFS-105,6,4.8,4.2.1.1.1.1.1.1.i1,canetti,,4.10/PGG3,0.008155271696238,4,2,2
T0187,S0187-01,MFS-625,1,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.004672091579891,2,1,2
T0187,S0187-06,MFS-626,6,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0055210133897474,2,2,2
T0190,190-01,MFS-108,1,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0084749232343909,2,1,2
T0190,190-08,MFS-109,8,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0055803321306111,2,2,2
T0192,S0192-02,MFS-194,2,4.1.1.1,4.1.i1.2.1,"xtype,westafrican1",,4,0.0096428438971924,4,1,3
T0192,S0192-05,MFS-877,5,4.1.1.1,4.1.i1.2.1,"xtype,westafrican1",,4,0.0068733494917338,4,2,3
T0195,S0195-01,MFS-277,1,2.2.1.1,2.2.1.1.1,"beijing,canetti,mungi","lin2.2.1,pacific_RD150",,0.0084322702465016,2,1,2
T0195,195-06,MFS-110,6,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0068712442123928,2,2,2
T0196,196-01,MFS-111,1,4.3.2.1,4.2.1.2.1.1.i1,lam,,4.3/LAM,0.0061486322924231,4,1,2
T0196,196-07,MFS-112,7,4.3.2.1,4.2.1.2.1.1.i1,lam,,4.3/LAM,0.0065891990561417,4,2,2
T0197,S0197-01,MFS-627,1,4.1.1.1,4.1.i1.2.1,"xtype,westafrican1",,4,0.0063457618202143,4,1,2
T0197,S0197-06,MFS-628,6,4.1.1.1,4.1.i1.2.1,"xtype,westafrican1",,4,0.0065495874402029,4,2,2
T0198,S0198-02,MFS-377,2,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.1099703055010317,2,1,2
T0198,198-07,MFS-113,7,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0068623534112006,2,2,2
T0199,S0199-02,MFS-629,2,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0076003108356551,2,1,2
T0199,199-06,MFS-114,6,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0075252525252525,2,2,2
T0200,200-01,MFS-115,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0059878781977947,2,1,2
T0200,200-07,MFS-116,7,2.2.1.1,2.2.1.1.1,"beijing,canetti,mungi","lin2.2.1,pacific_RD150",,0.0075706129429814,2,2,2
T0202,S0202-01,MFS-265,1,4.4.1.1,4.2.1.2.2.1.1,stype,,4,0.011204177091265,4,1,2
T0202,202-08,MFS-118,8,4.4.1.1,4.2.1.2.2.1.1,stype,,4,0.0099789177793394,4,2,2
T0203,S0203-01,MFS-278,1,2.2.1,2.2.1.1.1.i2,"beijing,mungi",lin2.2.1,,0.0096206109359713,2,1,2
T0203,S0203-04,MFS-757,4,2.2.1,2.2.1.1.1.i2,"beijing,mungi",lin2.2.1,,0.0082750339354703,2,2,2
T0204,S0204-01,MFS-630,1,2.2.1,2.2.1.1.1,"beijing,east_african_indian,mungi",lin2.2.1,,0.1455859297569062,2,1,2
T0204,S0204-08,MFS-631,8,"2.2.1,3","2.2.1.1.1,3.1.1.i1","beijing,east_african_indian,mungi",lin2.2.1,,0.3085935671145653,"2,3",2,2
T0205,S0205-01,MFS-633,1,4.1.1.1,4.1.i1.2.1,xtype,,4,0.0064894285116181,4,1,2
T0205,S0205-04,MFS-634,4,4.1.1.1,4.1.i1.2.1,xtype,,4,0.0056291005085601,4,2,2
T0209,209-01,MFS-119,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0083289777612921,2,1,2
T0209,209-06,MFS-120,6,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0082248721312441,2,2,2
T0210,S0210-01,MFS-638,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0082680803462866,2,1,2
T0210,S0210-06,MFS-639,6,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.007451341455581,2,2,2
T0211,S0211-02,MFS-640,2,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0075392038600723,2,1,2
T0211,211-08,MFS-121,8,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.007910074937552,2,2,2
T0213,S0213-01,MFS-641,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0075048580554376,2,1,2
T0213,S0213-08,MFS-642,8,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0072635401863255,2,2,2
T0214,214-01,MFS-123,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0071029793820131,2,1,2
T0214,214-08,MFS-124,8,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0077294381171719,2,2,2
T0217,S0217-01,MFS-758,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0082431398272657,2,1,2
T0217,S0217-05,MFS-759,5,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0080023915193046,2,2,2
T0218,218-01,MFS-125,1,4.3.2.1,4.2.1.2.1.1.i1,lam,,4.3/LAM,0.0088208312751393,4,1,2
T0218,218-05,MFS-126,5,4.3.2.1,4.2.1.2.1.1.i1,lam,,4.3/LAM,0.010253713684764,4,2,2
T0219,219-01,MFS-127,1,3.1.1,3.1.1.i1,"east_african_indian,ghana,mungi",,,0.0089511014117165,3,1,2
T0219,219-07,MFS-128,7,3.1.1,3.1.1.i1,"east_african_indian,ghana,mungi",,,0.010151282304341,3,2,2
T0220,220-01,MFS-129,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0081374321880651,2,1,2
T0220,220-08,MFS-130,8,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0081554960615298,2,2,2
T0221,S0221-01,MFS-644,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0067074206147053,2,1,2
T0221,S0221-09,MFS-645,9,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0064817994505494,2,2,2
T0222,222-01,MFS-131,1,4.3.2.1,4.2.1.2.1.1.i1,lam,,4.3/LAM,0.0105901706765371,4,1,2
T0222,S0222-07,MFS-760,7,4.3.2.1,4.2.1.2.1.1.i1,lam,,4.3/LAM,0.0094483734087694,4,2,2
T0224,224-01,MFS-133,1,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0124270997983321,2,1,2
T0224,224-08,MFS-134,8,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.1930403860807721,2,2,2
T0227,S0227-02,MFS-381,2,4.1.1.1,4.1.i1.2.1,"xtype,westafrican1",,4,0.0073906188411509,4,1,2
T0227,227-07,MFS-136,7,4.1.1.1,4.1.i1.2.1,"xtype,westafrican1",,4,0.0080047656279087,4,2,2
T0230,230-01,MFS-138,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0087928711560734,2,1,2
T0230,230-05,MFS-139,5,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0082007046531405,2,2,2
T0231,231-01,MFS-140,1,4.3.2.1,4.2.1.2.1.1.i1,lam,,4.3/LAM,0.0107953909833314,4,1,2
T0231,231-05,MFS-141,5,4.3.2.1,4.2.1.2.1.1.i1,lam,,4.3/LAM,0.0097500183271021,4,2,2
T0232,232-02,MFS-142,2,2.2.1,2.2.1.1.1.i2,"beijing,mungi",lin2.2.1,,0.0078653044996456,2,1,2
T0232,232-06,MFS-143,6,2.2.1,2.2.1.1.1.i2,"beijing,mungi",lin2.2.1,,0.0084349190981237,2,2,2
T0233,S0233-01,MFS-646,1,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0052516411378555,2,1,2
T0233,S0233-04,MFS-647,4,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0055139426350666,2,2,2
T0235,235-01,MFS-144,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0089058706925032,2,1,2
T0235,235-05,MFS-145,5,4.8,4.2.1.1.1.1.1.1.i1,"beijing,canetti",,4.10/PGG3,0.118414926167354,4,2,2
T0236,236-01,MFS-146,1,4.8,4.2.1.1.1.1.1.1.i1,"canetti,ghana",,4.10/PGG3,0.0086154877639959,4,1,2
T0236,236-04,MFS-147,4,4.8,4.2.1.1.1.1.1.1.i1,"canetti,ghana",,4.10/PGG3,0.0108865094170861,4,2,2
T0239,239-01,MFS-148,1,4.3.4.1,4.2.1.2.1.1.i3.2,"lam,beijing",,4.3/LAM,0.0169434344191625,4,1,2
T0239,239-06,MFS-149,6,4.3.4.1,4.2.1.2.1.1.i3.2,lam,,4.3/LAM,0.0164467949090486,4,2,2
T0240,S0240-01,MFS-649,1,4.1.1.3,4.1.i1.2.1,xtype,,4,0.0051979776174515,4,1,2
T0240,S0240-08,MFS-650,8,4.1.1.3,4.1.i1.2.1,xtype,,4,0.0054873332044092,4,2,2
T0241,S0241-01,MFS-651,1,3,3.1.1,"east_african_indian,ghana,mungi",,,0.0095579225186162,3,1,2
T0241,S0241-04,MFS-652,4,3,3.1.1,"east_african_indian,ghana,mungi",,,0.0120657374661951,3,2,2
T0242,242-01,MFS-150,1,4.4.1.1,4.2.1.2.2.1.1,stype,,4,0.0059073228206659,4,1,2
T0242,242-08,MFS-151,8,4.4.1.1,4.2.1.2.2.1.1,stype,,4,0.0039779243119266,4,2,2
T0243,243-01,MFS-152,1,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0091008532049879,4,1,2
T0243,243-05,MFS-153,5,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0076239912405207,4,2,2
T0244,244-01,MFS-154,1,3.1.1,3.1.1.i1,"east_african_indian,ghana,mungi",,,0.0100244930939575,3,1,2
T0244,244-04,MFS-155,4,3.1.1,3.1.1.i1,"east_african_indian,ghana,mungi",,,0.0111440120900858,3,2,2
T0245,245-01,MFS-156,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.008520674046179,2,1,2
T0245,245-08,MFS-157,8,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0089313307373756,2,2,2
T0246,246-01,MFS-158,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.008767958828715,2,1,2
T0246,246-08,MFS-159,8,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0082394534995206,2,2,2
T0249,249-01,MFS-162,1,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0081028887694359,2,1,2
T0249,249-08,MFS-163,8,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0065455945581723,2,2,2
T0250,250-01,MFS-164,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0089157319528329,2,1,2
T0250,250-06,MFS-165,6,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.008187068917176,2,2,2
T0251,251-01,MFS-166,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0095649188208171,2,1,2
T0251,251-07,MFS-167,7,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.008432860700908,2,2,2
T0254,254-01,MFS-169,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0090930018416206,2,1,2
T0254,254-06,MFS-170,6,2.2.1.1,2.2.1.1.1,"beijing,canetti,mungi","lin2.2.1,pacific_RD150",,0.0088669145589016,2,2,2
T0256,256-01,MFS-172,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.008223475054046,2,1,2
T0256,256-08,MFS-173,8,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0078380023237371,2,2,2
T0257,257-01,MFS-174,1,4.1.1.1,4.1.i1.2.1,xtype,,4,0.007300372570738,4,1,2
T0257,257-07,MFS-175,7,4.1.1.1,4.1.i1.2.1,xtype,,4,0.0079642198595472,4,2,2
T0258,258-01,MFS-176,1,4.3.2.1,4.2.1.2.1.1.i1,lam,,4.3/LAM,0.0085125858123569,4,1,2
T0258,S0258-06,MFS-272,6,4.3.2.1,4.2.1.2.1.1.i1,lam,,4.3/LAM,0.0075644644612896,4,2,2
T0259,S0259-01,MFS-260,1,4.1.1.3,4.1.i1.2.1,xtype,,4,0.0079898590250835,4,1,2
T0259,259-08,MFS-177,8,4.1.1.3,4.1.i1.2.1,xtype,,4,0.008958390632981,4,2,2
T0264,264-01,MFS-182,1,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0112249058594967,2,1,2
T0264,S0264-06,MFS-880,6,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0075349191398969,2,2,2
T0266,266-01,MFS-185,1,4.3.4.2.1,4.2.1.2.1.1.i3.1,"lam,canetti",,4.3/LAM,0.004849453770317,4,1,2
T0266,266-05,MFS-186,5,4.3.4.2.1,4.2.1.2.1.1.i3.1,"lam,canetti",,4.3/LAM,0.005197730324425,4,2,2
T0267,S0267-01,MFS-270,1,2.2.1.1,"2.2.1.1.1,4.2.1.2.1.1.i1","beijing,lam,mungi","lin2.2.1,pacific_RD150",,0.2500453458652815,2,1,2
T0267,S0267-06,MFS-280,6,4.3.2.1,4.2.1.2.1.1.i1,"lam,canetti",,4.3/LAM,0.0105983364636436,4,2,2
T0268,268-01,MFS-187,1,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_2",,0.0079866552090178,2,1,2
T0268,268-09,MFS-188,9,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_2",,0.0082755263478155,2,2,2
T0269,S0269-01,MFS-382,1,4.8,4.2.1.1.1.1.1.1.i1,canetti,,4.10/PGG3,0.0066957863625663,4,1,3
T0269,269-07,MFS-189,7,4.8,4.2.1.1.1.1.1.1.i1,canetti,,4.10/PGG3,0.0076719747276126,4,2,3
T0270,270-01,MFS-190,1,4.3.2.1,4.2.1.2.1.1.i1,lam,,4.3/LAM,0.0092512286788089,4,1,2
T0270,S0270-08,MFS-261,8,4.3.2.1,4.2.1.2.1.1.i1,lam,,4.3/LAM,0.0099471705297225,4,2,2
T0271,S0271-01A,MFS-276,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0089118198874296,2,1,2
T0271,S0271-05,MFS-268,5,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0104669887278582,2,2,2
T0272,S0272-02,MFS-383,2,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0069872016603251,2,1,2
T0272,S0272-09,MFS-279,9,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0072781053573861,2,2,2
T0273,273-01,MFS-191,1,4.1.1.2,4.1.i1.2.1,xtype,,4,0.0168026884301488,4,1,2
T0273,S0273-05,MFS-273,5,4.1.1.2,4.1.i1.2.1,xtype,,4,0.0186525041050903,4,2,2
T0274,S0274-01,MFS-385,1,4.1.1.1,4.1.i1.2.1,"xtype,westafrican1",,4,0.0077626836706404,4,1,2
T0274,S0274-08,MFS-271,8,4.1.1.1,4.1.i1.2.1,"xtype,westafrican1",,4,0.0096727222299265,4,2,2
T0276,S0276-01,MFS-321,1,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.009434121194764,2,1,2
T0276,S0276-08,MFS-322,8,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0106913756236635,2,2,2
T0277,S0277-01,MFS-294,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0087949950131471,2,1,2
T0277,S0277-06,MFS-295,6,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0091077599029726,2,2,2
T0278,S0278-01,MFS-296,1,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0098394614189539,4,1,2
T0278,S0278-06,MFS-297,6,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0083657530640301,4,2,2
T0279,S0279-01,MFS-298,1,4.3.2.1,4.2.1.2.1.1.i1,lam,,4.3/LAM,0.0127587184576127,4,1,2
T0279,S0279-06,MFS-299,6,4.3.2.1,4.2.1.2.1.1.i1,lam,,4.3/LAM,0.0121382444391293,4,2,2
T0280,S0280-01,MFS-300,1,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.005855685681904,4,1,2
T0280,S0280-06,MFS-301,6,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0074626865671641,4,2,2
T0282,S0282-02,MFS-323,2,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0087220794623443,2,1,2
T0282,S0282-05,MFS-654,5,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.008542469928197,2,2,2
T0283,S0283-01,MFS-324,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0078154239041895,2,1,2
T0283,S0283-06,MFS-761,6,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0086734912408446,2,2,2
T0284,S0284-01,MFS-325,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0087697837664903,2,1,2
T0284,S0284-07,MFS-326,7,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0106448626966985,2,2,2
T0285,S0285-01,MFS-327,1,4.3.2.1,4.2.1.2.1.1.i1,lam,,4.3/LAM,0.0109527381845461,4,1,2
T0285,S0285-08,MFS-328,8,4.3.2.1,4.2.1.2.1.1.i1,lam,,4.3/LAM,0.0124440347642875,4,2,2
T0286,S0286-01,MFS-762,1,2.2.1.1,2.2.1.1.1,"beijing,ghana,mungi","lin2.2.1,pacific_RD150",,0.0086826420740232,2,1,2
T0286,S0286-08,MFS-302,8,2.2.1.1,2.2.1.1.1,"beijing,ghana,mungi","lin2.2.1,pacific_RD150",,0.0087831836573571,2,2,2
T0287,S0287-01,MFS-303,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0090397192131909,2,1,2
T0287,S0287-05,MFS-882,5,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0069693393600676,2,2,2
T0288,S0288-01,MFS-305,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0096911957950065,2,1,2
T0288,S0288-04,MFS-306,4,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0088605427617498,2,2,2
T0289,S0289-01,MFS-329,1,4.1.1.1,4.1.i1.2.1,"xtype,westafrican1",,4,0.0095802919708029,4,1,2
T0289,S0289-08,MFS-307,8,4.1.1.1,4.1.i1.2.1,"xtype,westafrican1",,4,0.0091381535349307,4,2,2
T0290,S0290-01,MFS-264,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0097291407222914,2,1,2
T0290,S0290-08,MFS-266,8,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0089678874449575,2,2,2
T0291,S0291-01,MFS-308,1,4.1.2,4.1.i1.1.1.1,haarlem,,4,0.0127953675165779,4,1,2
T0291,S0291-09,MFS-309,9,4.1.2,4.1.i1.1.1.1,haarlem,,4,0.0125628140703517,4,2,2
T0292,S0292-01,MFS-310,1,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0084503950834064,4,1,2
T0292,S0292-08,MFS-311,8,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0094896933132227,4,2,2
T0294,S0294-01,MFS-282,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0089446232382643,2,1,2
T0294,S0294-05,MFS-283,5,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0101145527317178,2,2,2
