covariate,coef,exp(coef),se(coef),coef_transformed,se_transformed,imp_num,pval,OR,OR_lower,OR_upper,Indel
underweight,0.32135449926554593,1.3789943467381796,0.1942649041095536,0.6446400993948618,0.3896971954036138,1,0.0980853198881336,1.9053011868116634,0.8876725371487006,4.08954029841504,cyp123
screen_years,0.04113564266115766,1.0419934347225246,0.19198443781053814,0.003223324598997656,0.015043600172163392,1,0.8303400158001693,1.0032285250958615,0.9740802466883846,1.0332490336270972,cyp123
smoked_substance_use,0.12148677657890314,1.129174434277398,0.1997221558904094,0.24816072479127696,0.4079719320764934,1,0.5430025019493016,1.28166591112667,0.5761140878116638,2.8512885598471205,cyp123
F2,0.0860060902964379,1.0898129655689393,0.15217236252500022,0.15644274765357052,0.2767974038616686,1,0.571945464089236,1.1693438127254892,0.6797228109108898,2.01165082355702,cyp123
TTP_baseline,-0.05137766805550614,0.9499198483968321,0.22627389115707452,-0.14377527563823492,0.6332048982000817,1,0.8203773677418951,0.8660823559965011,0.2503653392295075,2.9960163402684175,cyp123
smear_pos_no_contam_sputum_specimen_1,-0.10508528265846587,0.9002477437914939,0.21721421736409025,-0.23927171079883883,0.4945813160864126,1,0.6285374730952118,0.7872009623094925,0.29860511091789366,2.0752670748203754,cyp123
bl_prevtb,0.2281919532642522,1.2563264582531157,0.16982387558724113,0.47235557415953117,0.35153410587670636,1,0.17904615713820116,1.6037675406493823,0.8052209133448476,3.194241830799346,cyp123
Lineage_2,-0.09269820711648519,0.9114685335094806,0.17594416016874667,-0.18515101847454501,0.3514225513440233,1,0.5982897595780274,0.8309787812278364,0.4173097352721316,1.6547079458872487,cyp123
screen_sex,-0.06802587443180495,0.9342363004310364,0.1900701590460265,-0.13928878344924467,0.3891848718543995,1,0.7204190779468935,0.8699767572897876,0.40572604400012774,1.865444847371483,cyp123
peth_value_baseline,-0.2606517838214918,0.770549190598723,0.28114304338988405,-0.0007421758069518958,0.0008005222985149369,1,0.35386710371634345,0.9992580995373902,0.9976914980177605,1.0008271609760693,cyp123
HIV_High_CD4,-0.045150301266597755,0.9558538049983918,0.1897598792475697,-0.12010555496906797,0.50478546030774,1,0.8119323900871376,0.8868268227986881,0.3297347033489236,2.38513509693575,cyp123
high_lung_involvement,-0.017420688855991573,0.9827301740286958,0.19201955661277142,-0.03483941154975627,0.38401744120085113,1,0.9277122865242435,0.965760493786407,0.4549809333026075,2.0499613568163104,cyp123
HIV_Low_CD4,0.36895924722134377,1.446228664637127,0.14457660478309783,1.2385190088534443,0.48531341769552494,1,0.010710704648363361,3.4504995196039117,1.3328535750062507,8.932674344765132,cyp123
fstrom1_baseline,0.0177028088391942,1.0178604323118907,0.17770515507118967,0.03795330430644584,0.3809846159728405,1,0.9206468135269562,1.038682729735615,0.4922528254240468,2.1916823171541013,cyp123
diabetes,0.23505676679287826,1.2649805755850794,0.14584029809702784,1.1009152276926597,0.6830597016070219,1,0.10701834327508412,3.0069167784762447,0.7883152649218202,11.469457607900864,cyp123
Indel_Sample1,-0.5222451037729229,0.5931872848619086,0.30864785784374205,-1.875705785869302,1.108545716505938,1,0.09063798743098131,0.15324676926299563,0.017450002877446098,1.3458205396572929,cyp123
underweight,0.2951465654248026,1.3433232289984391,0.1948123383360602,0.5920667415777363,0.3907953535280338,1,0.12976476996972472,1.8077206487141058,0.8403993557063126,3.8884536519437036,arsC
screen_years,0.017005195096946063,1.0171506065075244,0.18722648764369354,0.0013325004818387825,0.014670774641274663,1,0.92763016232965,1.001333388655059,0.9729508718974775,1.030543868345572,arsC
smoked_substance_use,0.16437306001975,1.1786539417468458,0.19961663683616387,0.3357644252267107,0.40775638857687757,1,0.4102557265294471,1.399009414662848,0.6291261972483632,3.1110250230807344,arsC
F2,0.0723624887626154,1.07504496516209,0.14172614111066908,0.13162540617827662,0.2577960101810258,1,0.6096454025746703,1.1406809471913875,0.6882208503562035,1.8906038993326066,arsC
TTP_baseline,-0.022328142268051025,0.9779192857431785,0.21958298096295537,-0.06248307738705784,0.6144810538949865,1,0.9190072623172697,0.9394289602716435,0.28171937934376856,3.132644880351507,arsC
smear_pos_no_contam_sputum_specimen_1,-0.11819271469744234,0.8885248043252807,0.21234183105172366,-0.26911640083348803,0.4834872391696496,1,0.5777902892944246,0.7640543139128837,0.29619597187259095,1.9709214508156798,arsC
bl_prevtb,0.22199127444781466,1.2485604834370987,0.1716909938329322,0.45952021708133733,0.3553990261701307,1,0.19602149528686752,1.5833141556457304,0.7889525697308881,3.1774834275820285,arsC
Lineage_2,0.0371249420572507,1.0378226804387753,0.1752748144774157,0.07415160493957422,0.350085631889845,1,0.8322553396419299,1.0769700671022204,0.5422632875683322,2.138932419038239,arsC
screen_sex,-0.025136373367922224,0.9751769147997076,0.1860010775595637,-0.05146886969095563,0.38085308024217346,1,0.8925003867653799,0.9498332181035846,0.45026130346971416,2.0036879368952807,arsC
