covariate,coef,exp(coef),se(coef),coef_transformed,se_transformed,imp_num,pval,OR,OR_lower,OR_upper,Indel
TTP_baseline,0.16232447236822184,1.17624183738354,0.2831894040896266,0.4959338135630039,0.8652004166828116,1,0.5665085529775595,1.6420308740490583,0.3012460692050617,8.950375347453695,ceoC
RIF_pred_MIC_high,1.3476213572818612,3.8482609974437954,0.48392362496917785,2.8138665068894295,1.0104444195955895,1,0.005356387284008564,16.67426490029162,2.3012025545533983,120.81992061713817,Rv3705A
smoked_substance_use,0.20591096587374993,1.2286438078974826,0.2672644620961237,0.42192068398634114,0.5476367136365978,1,0.4410395243751215,1.524887571883116,0.5213010612921932,4.460535915886515,Rv3705A
screen_years,-0.08118262641612209,0.9220252898935231,0.2643043458639797,-0.006359920293258493,0.020705841225690066,1,0.7587247476040343,0.9936602611929296,0.9541421414850302,1.0348151200378481,Rv3705A
Indel_Change,0.3975660199947558,1.4881980415505247,2.363748437131818,4.681552582345993,27.83440244721301,1,0.8664314213624709,107.93752444127261,2.1902119073271863e-22,5.319352498967965e+25,Rv3705A
Lineage_2,1.2342026179214651,3.435637912094801,0.5019830544030517,2.466271918365754,1.0030984318074856,1,0.013945897088566219,11.778453860351707,1.6491089620943964,84.1254147113736,Rv3705A
HIV_High_CD4,0.01332922027875023,1.0134184503503685,0.23132853413746757,0.03431947167173483,0.5956142150978949,1,0.9540510769150744,1.0349151800035674,0.32204533912935657,3.3257721807040506,Rv3705A
bl_prevtb,0.17464465536886067,1.190822988865227,0.23069332355652353,0.35785462971878734,0.4727008319009556,1,0.4490243879319079,1.430257688404322,0.5663052833732578,3.612251404497975,Rv3705A
peth_value_baseline,-0.19673531686300735,0.8214080173932332,0.3316096450809229,-0.0005939696139680443,0.0010011728245719565,1,0.5529979245626124,0.999406206751063,0.9974470320872406,1.0013692296045535,Rv3705A
high_lung_involvement,0.2587986140736432,1.2953729086853314,0.2615532855524138,0.525245845961366,0.530836601369356,1,0.3224342043882673,1.690874491949874,0.5973961759365005,4.785863490078055,Rv3705A
underweight,0.2729019403436159,1.313771410535035,0.2509905530794399,0.5498357639174041,0.5056892681478289,1,0.2769044035425321,1.7329683785562555,0.6432016543746747,4.6691101937472625,Rv3705A
screen_sex,0.06700380011560383,1.0692995416287527,0.24015599463821058,0.13835261010822317,0.49588543685591896,1,0.7802439376471556,1.1483804094317192,0.4344975440779856,3.0351784095006593,Rv3705A
diabetes,0.029300563171597314,1.0297340480990183,0.24015787558598767,0.13564624823013335,1.1118050740313625,1,0.9028947235118094,1.1452766782743424,0.12958067035277768,10.122332800317965,Rv3705A
fstrom1_baseline,-0.24087198294753034,0.7859422339566685,0.22759677905175932,-0.5206360130511244,0.49194214361824584,1,0.28990605410094517,0.5941425453625618,0.2265420053838292,1.5582335982759936,Rv3705A
HIV_Low_CD4,0.2607069228697488,1.2978472403447616,0.18305498835542566,1.1653383282286978,0.8182406196041534,1,0.15438857154350819,3.2070077209184937,0.6450781434538135,15.9436474889142,Rv3705A
smear_pos_no_contam_sputum_specimen_1,0.5303260871875235,1.6994863990128402,0.4200228965964726,1.3996404653528678,1.10852748272078,1,0.20672853534787627,4.053742244022177,0.46161065714478566,35.598888211577275,Rv3705A
TTP_baseline,0.15918124132761904,1.1725504420224795,0.28096560135205595,0.4863306124305237,0.8584062533865126,1,0.5710195183925773,1.6263375947631196,0.3023667095175728,8.747570049493723,Rv3705A
Indel_2,-1.4825766292395708,0.227051905456689,1.4348345394088868,-151.22808692109479,146.3582240294798,1,0.30147588495842637,2.101243298644387e-66,5.522429563340099e-191,7.995074177872149e+58,Rv0759c
RIF_pred_MIC_high,1.3619283718795976,3.9037138602821186,0.4867364426948659,2.8437399049122605,1.0163176521215735,1,0.005140709497509458,17.179896720269117,2.3438477344558746,125.92492548908363,Rv0759c
smoked_substance_use,0.1862702276577864,1.2047477725632543,0.2681220672585663,0.38167594195955223,0.5493939845774269,1,0.4872297044473174,1.4647373483011097,0.4990163186124594,4.299369418366348,Rv0759c
screen_years,-0.09795695039603369,0.9066879354703079,0.26753138519701497,-0.007674035987652265,0.020958650402324912,1,0.714252218793723,0.992355334249079,0.9524170751885156,1.0339683475516037,Rv0759c
Lineage_2,1.2466654014359537,3.4787234488132586,0.5103604475760966,2.4911759434910765,1.01983873784134,1,0.014577221673095216,12.075467842288687,1.6361219014333575,89.12350814594085,Rv0759c
HIV_High_CD4,0.013638165847254925,1.0137315898586863,0.23246411521779303,0.0351149307056971,0.5985380577460143,1,0.9532166808836141,1.0357387401436366,0.32045990692220033,3.347547429996493,Rv0759c
bl_prevtb,0.17386720214573018,1.189897539487771,0.232353390554077,0.35626159364963633,0.4761023826639216,1,0.45428659541431304,1.427981050183379,0.5616468938421314,3.6306261140936487,Rv0759c
peth_value_baseline,-0.18957501856439407,0.8273106509120954,0.32849837337515697,-0.0005723517383159322,0.0009917794889803084,1,0.5638747681839784,0.9994278120236957,0.9974869591700393,1.0013724412773992,Rv0759c
high_lung_involvement,0.2632041189688122,1.3010922694612261,0.26364684602273414,0.534187057466044,0.5350855960722093,1,0.31812384535345495,1.7060607490061064,0.5977626922573749,4.869228737423544,Rv0759c
underweight,0.291086041036918,1.3378796915539082,0.253289957419337,0.5864726192041921,0.5103220484798061,1,0.25046502177261154,1.7976362711077467,0.6611726908235683,4.8875221376384355,Rv0759c
Indel_1,0.21811553876500164,1.2437307584337964,0.5407409866240235,3.9347743659741146,9.75489313987915,1,0.686680341830614,51.15060733704253,2.543728173507017e-07,10285629801.949749,Rv0759c
diabetes,0.003400931693225276,1.0034067214230475,0.24261971808284544,0.015744530982945426,1.1232021143024509,1,0.9888159872185545,1.0158691291653337,0.11240002035715321,9.181404810354701,Rv0759c
TTP_baseline,0.20006360692914993,1.221480450309725,0.2862588931143554,0.6112344373710531,0.8745783211695137,1,0.48462049550480457,1.8427046989137945,0.33190464214368515,10.230530629122686,Rv0759c
fstrom1_baseline,-0.24239656450417724,0.7847449138601723,0.22969292954794085,-0.5239313405255398,0.4964728965257968,1,0.29128492456064836,0.5921878735198675,0.223800480294994,1.5669603437925537,Rv0759c
HIV_Low_CD4,0.2715554681197363,1.3120036442134257,0.18414373553286853,1.2138304259688486,0.8231072292118272,1,0.14029511299809544,3.3663545601266054,0.6707021711771605,16.896237274132574,Rv0759c
smear_pos_no_contam_sputum_specimen_1,0.5481744751812758,1.7300918077777927,0.4216769081146187,1.4467460607231757,1.1128927619459343,1,0.193605443948495,4.249265144132396,0.4797531053109814,37.636555272392116,Rv0759c
screen_sex,0.056723114801533324,1.0583627248487282,0.24353063029972524,0.11712456566225309,0.5028535439055087,1,0.8158236540578885,1.1242594650933682,0.4196013144280614,3.012286428546747,Rv0759c
Indel_2,0.3754382961904059,1.4556292715872305,0.23308165278578835,57.83211587076752,35.90364991540833,1,0.10723232958576855,1.3066786629436953e+25,3.5886126559395777e-06,4.7578529417666394e+55,htrA
RIF_pred_MIC_high,1.2837784484089896,3.610255149608141,0.4783500915387035,2.6805609444559946,0.9988067448434818,1,0.007279861378465324,14.593277018197519,2.060473265701777,103.3567082256311,htrA
smoked_substance_use,0.2585380697529443,1.2950354505940898,0.27951505416774175,0.5297559494405576,0.5727387190793962,1,0.35499076184131106,1.6985177338288397,0.5527821415438384,5.21898642397127,htrA
screen_years,-0.0644887772111099,0.937546636090979,0.27457198989817433,-0.005052109065430694,0.021510217735047008,1,0.8143094823377116,0.9949606313731822,0.9538857619136869,1.037804208332546,htrA
Lineage_2,1.0990894810746024,3.001431918842705,0.5005943854291494,2.196279187537719,1.0003234941720356,1,0.028122811867017903,8.991495512474785,1.2657706751867897,63.87175270822541,htrA
HIV_High_CD4,-0.03364292127060115,0.9669167083910467,0.23524128750104392,-0.08662226742111125,0.6056885949499424,1,0.8862787088883513,0.9170234198413444,0.2797804475264256,3.005685207713049,htrA
bl_prevtb,0.18031851946649333,1.1975987608956715,0.23489092006308948,0.36948062841565377,0.48130189295486214,1,0.4426837521971627,1.4469828976699148,0.5633502404970583,3.7166213052502552,htrA
peth_value_baseline,-0.19222641313792616,0.8251200293260542,0.32460481870323954,-0.0005803566447883905,0.0009800243389527581,1,0.5537260763156497,0.9994198117295553,0.9975019562640159,1.00134135457592,htrA
high_lung_involvement,0.2780268837006108,1.3205216972418659,0.2665233840118109,0.5642706637052352,0.5409236861830115,1,0.29687358694097055,1.7581650214341766,0.6090101896747877,5.075685587863995,htrA
underweight,0.24284531655363809,1.27487140736281,0.2599989901074288,0.4892784564774788,0.5238392338415483,1,0.35029147378891823,1.6311388575703456,0.584249258015917,4.553902185021529,htrA
Indel_1,0.10119419872786607,1.1064915001418587,0.25642715085143913,22.234557718595102,56.342600246818,1,0.6931149562426806,4532582573.845421,4.982386864440256e-39,4.123386109447521e+57,htrA
diabetes,0.03217247983026652,1.032695609108396,0.2432755103142146,0.14894171691094443,1.1262380885696597,1,0.8947888507950723,1.1606053435732084,0.12765239481201027,10.55213077290385,htrA
