Original_ID	PacBio_FQ_PATH	Illumina_ID
S0147-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2031--bc2031.hifi_reads.fastq.gz	MFS-602
S0153-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2032--bc2032.hifi_reads.fastq.gz	MFS-610
S0204-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2033--bc2033.hifi_reads.fastq.gz	MFS-630
S0204-08	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2034--bc2034.hifi_reads.fastq.gz	MFS-631
S0204-m5	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2035--bc2035.hifi_reads.fastq.gz	MFS-632
S0215-02	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2036--bc2036.hifi_reads.fastq.gz	MFS-643
S0330-m5	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2037--bc2037.hifi_reads.fastq.gz	MFS-660
S0398-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2038--bc2038.hifi_reads.fastq.gz	MFS-673
S0401-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2039--bc2039.hifi_reads.fastq.gz	MFS-675
S0403-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2040--bc2040.hifi_reads.fastq.gz	MFS-677
S0255-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2048--bc2048.hifi_reads.fastq.gz	MFS-171
S0419-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2049--bc2049.hifi_reads.fastq.gz	MFS-690
S0443-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2051--bc2051.hifi_reads.fastq.gz	MFS-706
S0427-02	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2062--bc2062.hifi_reads.fastq.gz	MFS-696
S0292-08	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230421_105523.bc2073--bc2073.hifi_reads.fastq.gz	MFS-311
S0161-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230421_105523.bc2074--bc2074.hifi_reads.fastq.gz	MFS-80
S0366-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230928_115158.bc2024--bc2024.hifi_reads.fastq.gz	MFS-454
S0366-06	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230928_115158.bc2037--bc2037.hifi_reads.fastq.gz	MFS-455
S0001-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230928_115158.bc2041--bc2041.hifi_reads.fastq.gz	MFS-331
S0090-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230928_115158.bc2042--bc2042.hifi_reads.fastq.gz	MFS-355
S0090-06	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230928_115158.bc2043--bc2043.hifi_reads.fastq.gz	MFS-356
S0104-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230928_115158.bc2044--bc2044.hifi_reads.fastq.gz	MFS-359
S0124-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230928_115158.bc2045--bc2045.hifi_reads.fastq.gz	MFS-368
S0198-02	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230928_115158.bc2046--bc2046.hifi_reads.fastq.gz	MFS-377
S0331-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230928_115158.bc2047--bc2047.hifi_reads.fastq.gz	MFS-397
S0331-07	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230928_115158.bc2048--bc2048.hifi_reads.fastq.gz	MFS-398
S0332-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230928_115158.bc2049--bc2049.hifi_reads.fastq.gz	MFS-399
S0332-08	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230928_115158.bc2050--bc2050.hifi_reads.fastq.gz	MFS-400
S0333-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230928_115158.bc2051--bc2051.hifi_reads.fastq.gz	MFS-401
S0338-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230928_115158.bc2052--bc2052.hifi_reads.fastq.gz	MFS-410
S0338-07	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230928_115158.bc2053--bc2053.hifi_reads.fastq.gz	MFS-411
S0340-02	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230928_115158.bc2054--bc2054.hifi_reads.fastq.gz	MFS-414
S0340-06	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230928_115158.bc2055--bc2055.hifi_reads.fastq.gz	MFS-415
S0344-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230928_115158.bc2056--bc2056.hifi_reads.fastq.gz	MFS-422
S0345-08	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230928_115158.bc2057--bc2057.hifi_reads.fastq.gz	MFS-424
S0346-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230928_115158.bc2058--bc2058.hifi_reads.fastq.gz	MFS-425
S0346-08	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230928_115158.bc2059--bc2059.hifi_reads.fastq.gz	MFS-426
S0349-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230928_115158.bc2060--bc2060.hifi_reads.fastq.gz	MFS-429
S0351-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230928_115158.bc2061--bc2061.hifi_reads.fastq.gz	MFS-430
S0351-07	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230928_115158.bc2062--bc2062.hifi_reads.fastq.gz	MFS-431
S0353-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230928_115158.bc2063--bc2063.hifi_reads.fastq.gz	MFS-434
S0358-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230928_115158.bc2064--bc2064.hifi_reads.fastq.gz	MFS-443
